Participant_ID,Age,Gender,StudyPreference,Emotion,Exam1,Exam2,Correct_NoTimer,Incorrect_NoTimer,Correct_Timer,Incorrect_Timer,AverageRT_NoTimer,AverageRT_Timer
mostly2c-9112-48a8-9e73-7d8869695754,20,Male,Sometime,Stressed,86.6,90.0,20,12,20,2,1.198,0.857
mostlyd8-2d5e-434f-b103-876e64837250,19,Male,NoTimer,Avoidant,75.0,70.0,20,1,19,1,1.3308,1.631261
mostlyc3-1039-4407-81e1-c55ef870bb79,20,Female,NoTimer,Stressed,75.0,90.0,19,0,20,1,1.15868,0.9803
mostly67-cbd8-4c24-a72b-22e8bc829444,25,Male,NoTimer,Stressed,40.0,90.0,8,0,17,12,1.405392,0.857
mostly36-f925-45de-b6a3-08fa5e3cea08,25,Female,NoTimer,Stressed,50.0,95.0,19,0,20,2,1.22575,1.5205
mostly82-cf0c-4cf1-9669-d489d5960e24,21,Female,Timer,Stressed,40.0,92.0,19,3,19,2,1.198,1.5205
mostly11-58fe-4b7a-8627-69d011724d82,20,Female,Timer,Stressed,87.5,92.0,20,1,19,1,1.405392,0.9803
mostlyb9-4303-4cd2-b616-6a8cef05aa32,58,Female,Sometime,Motivated,95.0,50.0,19,1,20,1,1.1091,1.5205
mostlye6-97fd-4a6a-9ab7-cfefa7ec43bc,19,Male,Timer,Stressed,91.6,84.0,19,0,20,1,1.405392,1.180277
mostly78-2172-43d7-899a-7ac5f2226a9b,35,Male,NoTimer,Neutral,84.0,47.0,19,0,19,3,1.0836601,0.97388
mostly95-3981-4961-bf73-1733e5bc043e,21,Female,NoTimer,Stressed,56.0,60.0,20,1,14,1,1.0896,1.04521
mostlyd8-40b3-42ca-a984-ed31eb57e21d,20,Male,Timer,Avoidant,87.5,48.0,20,0,19,1,1.1636,0.66055
mostlya0-fd4f-4bfe-85c1-dbb9e1fc7c7e,21,Female,Sometime,Motivated,91.6,77.7,20,1,18,1,1.01763,1.144
mostly75-351f-414a-a9ea-c0b231684de0,23,Male,Unsure,Avoidant,86.6,60.0,8,0,20,1,1.15868,1.19848
mostly94-1072-4e28-bd28-35adadf35343,25,Female,NoTimer,Stressed,97.0,83.0,19,1,20,1,1.13386,0.66055
mostlye8-bffa-4ac7-bee5-2f29cafb4448,19,Male,NoTimer,Motivated,40.0,60.0,20,0,8,3,1.18352,0.646
mostlybe-37e9-4d0e-8228-4a2b91edbd1e,20,Female,NoTimer,Avoidant,58.0,95.0,19,1,15,3,0.8017,0.66055
mostly8c-f611-4a71-9995-018079c0d318,21,Female,NoTimer,Stressed,31.6,100.0,20,0,15,1,0.9531,0.867389
mostly28-9273-4176-9c69-e6874809c278,21,Male,Timer,Stressed,56.0,60.0,19,1,20,3,0.92298,1.180277
mostly35-0250-46ad-80b1-0206ac20df61,19,Female,Timer,Motivated,75.0,60.0,19,0,17,1,1.15868,0.9684
mostlyac-b440-460e-858d-8baf44f6efb7,20,Female,Timer,Stressed,70.0,10.0,19,0,19,1,1.13386,0.7927
mostlydb-8397-4958-9eee-793dbf85d18b,23,Male,Sometime,Stressed,40.0,48.0,19,1,19,3,1.0896,1.01614
mostlyaf-394c-45f9-8ab5-c23f75db7038,35,Male,NoTimer,Stressed,93.0,80.0,19,1,20,2,1.1719,1.1253
mostlye9-921b-447b-89d3-116dd1175b9f,21,Male,NoTimer,Stressed,41.0,85.0,20,0,17,5,1.3282,1.1935
mostly54-4480-4aad-a6b8-0879222d6baf,19,Male,NoTimer,Stressed,70.0,87.0,20,0,20,1,1.18352,1.5205
mostlye6-e622-4d80-93e9-c033606a56e0,21,Male,Timer,Stressed,100.0,50.0,17,3,20,1,0.9408,1.2213
mostly1b-1c42-4929-a496-52a412183dc9,21,Female,NoTimer,Stressed,86.6,84.0,20,0,17,1,1.2681,1.19848
mostly76-3521-4da0-acf0-b0de5e8ef62e,19,Female,Unsure,Avoidant,93.0,72.5,19,0,19,0,1.1719,0.66055
mostly44-2154-48eb-84b7-cc5d2ff3ea91,20,Female,Sometime,Neutral,95.0,66.6,20,0,19,0,1.2681,0.97388
mostly4a-b847-4851-9a27-a1ad349e0410,20,Female,Timer,Stressed,95.0,10.0,19,0,19,0,2.29473,1.180277
mostly9b-f5a7-4193-bd25-d2d2e9476145,19,Female,Unsure,Neutral,50.0,83.0,19,0,15,3,1.18352,1.19848
mostlyf5-e5f0-459e-a16b-03295c6e3cd6,20,Male,Timer,Avoidant,41.0,90.0,19,12,20,1,1.7207,1.1935
mostlyee-2309-44eb-9e32-b7bc224aadf1,25,Male,NoTimer,Avoidant,86.6,35.0,19,0,8,0,0.9531,0.9803
mostlye7-370a-445c-8beb-9de094552342,20,Male,NoTimer,Stressed,72.0,80.0,20,0,20,1,1.2681,1.1935
mostly44-d6eb-4d1b-90c1-4cc66b05c73c,20,Male,Sometime,Neutral,75.0,50.0,19,3,19,3,1.338783,1.631261
mostly50-fd20-4495-aab1-706a55223082,20,Male,NoTimer,Stressed,40.0,50.0,19,0,18,5,1.3308,1.19848
mostlyef-d84e-456b-a83f-f0c7757cf952,19,Female,Unsure,Neutral,75.0,87.0,20,1,17,1,1.2373,0.9684
mostlyb1-77c0-4bb6-b20f-af4f18717ab5,35,Male,NoTimer,Stressed,63.3,84.0,20,0,19,2,1.13386,1.04521
mostly5a-4769-4a65-82be-945c6aeb922e,20,Female,NoTimer,Stressed,87.5,10.0,20,1,18,2,0.6091,1.180277
mostlyfa-02c8-4d58-95d8-af48653aec39,19,Female,Timer,Motivated,80.5,72.5,19,0,18,1,1.405392,1.01614
mostlyd9-92f1-4a4b-bd75-1b88d92648ea,58,Male,Sometime,Stressed,89.0,50.0,20,1,18,1,1.405392,1.180277
mostly05-dee9-4749-9149-3f8b262aa67f,25,Female,Timer,Stressed,100.0,72.5,17,1,8,1,0.9408,1.08955
mostly4d-e7c9-4304-b0f9-b6aafcab96b7,35,Female,Unsure,Neutral,63.3,60.0,19,3,18,0,1.01763,0.646
mostly79-106d-4b8a-9097-91aea9e720b3,19,Female,NoTimer,Avoidant,87.5,80.0,19,1,20,1,1.338783,1.04521
mostlyb3-bd46-4f91-b8a9-b550544043b1,58,Female,Unsure,Stressed,86.6,60.0,20,0,14,3,1.01763,1.08955
mostly1d-ce43-4bf6-b174-13300dce8751,25,Male,NoTimer,Stressed,70.0,84.0,17,0,19,1,1.2681,0.7902
mostly5d-409e-4ade-bfae-8358f1520e94,21,Male,Unsure,Neutral,80.5,73.3,20,0,20,1,1.198,1.1935
mostly9e-e6a3-48f1-b76a-47f31939c80b,20,Female,Unsure,Neutral,50.0,47.0,19,12,19,0,1.01763,0.857
mostlyda-695d-4116-bd56-910f25efc685,21,Female,Timer,Stressed,100.0,72.5,19,1,20,0,1.877207,1.180277
mostly96-551e-44aa-ab19-710461589cb3,23,Male,Timer,Stressed,40.0,85.0,19,1,20,3,1.3282,1.0997189
mostlyfa-ed77-41d6-952e-d1a5ebedbe98,21,Female,Timer,Stressed,31.6,100.0,20,0,20,1,0.6091,0.646
mostly7e-03c5-4369-9978-afd07974274a,20,Male,Timer,Stressed,95.0,92.0,20,0,19,1,1.2373,1.5205
mostly2f-7b82-4a3d-bace-fd90c67aeab4,20,Male,Timer,Neutral,89.0,77.7,20,0,17,1,1.16364,1.5205
mostly36-d2a3-4606-83b2-101e68cb33d8,19,Male,Timer,Motivated,40.0,10.0,20,12,20,0,1.0896,1.5205
mostly0a-6823-4669-b152-7cf3d67ef43c,19,Female,NoTimer,Stressed,41.0,87.0,19,0,8,3,1.0338,0.9803
mostly29-5e91-41af-981e-5af5bb9bb156,25,Female,Unsure,Stressed,62.0,73.3,20,1,19,0,1.3308,1.59535495
mostly84-ed36-4f70-ac4b-9cfd2dbb95d7,19,Female,NoTimer,Stressed,84.0,66.6,8,0,19,1,1.0836601,1.2052
mostly20-d10b-402f-9da6-b16ef195307d,19,Male,Timer,Stressed,75.0,65.0,19,0,20,2,1.07452,1.2213
mostly5a-30d9-4a20-8714-7eeda5fbe246,19,Male,Unsure,Stressed,89.0,50.0,20,0,20,5,1.1091,1.59535495
mostly24-72b1-4991-8283-4af35c8b7dd5,25,Male,NoTimer,Stressed,95.0,10.0,19,1,17,2,1.2373,0.9803
mostly8b-b623-4527-afb0-9c3d791fafe8,23,Female,NoTimer,Avoidant,50.0,50.0,20,1,8,1,1.0338,1.5205
mostly71-b34d-4025-8000-8cbd98ee2385,20,Female,Timer,Stressed,63.3,85.0,19,0,19,1,1.15868,0.66055
mostly73-2114-400e-b922-d3549d6c9388,20,Female,NoTimer,Stressed,50.0,60.0,20,0,20,0,1.2681,0.867389
mostly34-cbf5-4c61-ab9f-c8366d4d1307,19,Male,NoTimer,Stressed,47.5,72.5,8,1,20,1,1.877207,1.08955
mostlyd7-4123-4b81-8338-d934061704a4,58,Female,NoTimer,Motivated,95.0,77.7,19,0,20,6,1.18352,0.646
mostlyeb-008b-4bed-8587-2f9c234fe117,20,Male,Timer,Avoidant,86.6,28.0,19,0,19,12,1.3308,1.59535495
mostly6b-04ac-4c39-a1d8-80e9373195b1,20,Female,Sometime,Avoidant,84.0,89.0,17,0,19,0,0.8394,1.59535495
mostly85-a91e-4ea1-91e9-4f849f347e77,20,Male,Sometime,Avoidant,76.6,50.0,19,1,19,2,1.877207,1.180277
mostly50-2ba5-42b4-a797-fbbde2dba887,21,Male,NoTimer,Stressed,87.5,10.0,19,1,17,0,1.3308,1.19848
mostlye3-3995-4670-a2cd-e0058d8fc28b,21,Male,NoTimer,Stressed,86.6,60.0,19,1,20,0,1.3308,1.1221
mostly88-1c6c-47e3-96b6-3d53a0b038a8,20,Female,Timer,Stressed,40.0,92.0,17,0,18,1,1.2373,0.857
mostlyb4-e734-42b5-a49b-fe6d686fc64b,58,Female,NoTimer,Stressed,91.6,47.0,19,0,19,5,1.0896,1.1221
mostlyf5-bd8f-4a52-89b9-e4db57b8ea98,19,Female,NoTimer,Stressed,40.0,48.0,20,1,20,6,1.3308,0.867389
mostly17-2148-48d4-9718-7e13a731e4a9,21,Female,NoTimer,Avoidant,95.0,80.0,17,1,19,2,0.9531,0.97388
mostly89-a043-488e-8598-43548fd1310d,25,Female,Timer,Stressed,75.0,72.5,19,0,19,3,1.15868,1.631261
mostlyc0-72df-462c-9328-d8cb46a9ed22,21,Male,NoTimer,Motivated,72.0,95.0,20,1,18,12,1.338783,1.19848
mostlyc8-fa9d-4677-a961-fe7243db18ae,20,Female,Unsure,Stressed,50.0,50.0,17,1,8,0,1.0896,1.5205
mostly6c-4f7d-475b-8156-9da82b5f3c0c,20,Female,Unsure,Neutral,63.3,92.0,17,3,8,1,1.405392,0.66055
mostly64-6599-481d-b6c8-f7f546d2eed3,20,Male,Sometime,Stressed,50.0,90.0,20,0,20,12,1.1636,0.867389
mostlydd-922a-4a86-a9b4-9de74579a9d3,20,Female,Sometime,Neutral,91.6,83.0,19,0,18,0,0.9531,1.180277
mostly40-40b0-4bf4-8b0b-af71824f2dd1,23,Female,Timer,Motivated,86.6,96.8,19,0,20,2,1.0836601,1.02098
mostlydc-ae28-4b3a-89f5-d0069e327549,25,Female,Timer,Neutral,75.0,73.3,19,0,17,1,0.8394,1.1935
mostly82-a8c1-41f1-8f54-f40a92be76cc,58,Female,Timer,Neutral,75.0,70.0,19,0,19,0,1.16364,0.9684
mostly0a-5d05-41bf-ba00-74f97ef79ab8,21,Male,NoTimer,Neutral,89.0,82.0,19,1,17,0,0.92298,0.9684
mostlycd-c531-475a-9055-b7643269d9bb,21,Male,Sometime,Avoidant,84.0,73.3,19,0,19,2,0.8394,0.857
mostlye0-fa9a-4906-8838-865a147f27a2,20,Female,Timer,Avoidant,63.3,47.0,19,0,20,1,0.9531,1.116699
mostlyde-c90a-431e-b9ac-c776340e94e1,21,Female,NoTimer,Neutral,62.0,80.0,19,12,19,0,1.01763,0.7927
mostly1d-730b-4f0f-b1c6-10a46c055fb5,19,Male,Timer,Stressed,40.0,80.0,20,1,20,0,1.405392,0.9457
mostly57-bc90-425f-a400-524ccfd92940,23,Male,NoTimer,Stressed,93.0,92.0,19,1,20,0,1.13386,0.867389
mostly0c-7662-45ad-93c6-357097dc9706,19,Male,Sometime,Stressed,91.6,100.0,20,1,20,1,1.3282,0.7927
mostly38-e464-4fa0-9706-0125929ad6ed,21,Female,NoTimer,Avoidant,91.6,80.0,19,0,17,0,0.6091,1.19848
mostly46-a9ae-41d4-802e-b0ff9f3b00d8,25,Female,Timer,Stressed,91.6,48.0,19,0,8,1,1.1636,1.631261
mostlyda-f07a-49f7-94bd-751d3db5299d,20,Male,Timer,Motivated,70.0,96.8,20,12,8,2,0.9408,1.04521
mostly32-0edd-4b7d-a9ee-d22f20481cde,20,Female,Sometime,Stressed,50.0,92.0,19,1,20,3,1.877207,0.8191
mostlyf5-ddaa-44a9-bf34-71723776b143,25,Male,NoTimer,Neutral,75.0,66.6,19,1,15,0,1.18352,1.116699
mostly04-654e-4391-86b5-bca50ca64abb,58,Female,Sometime,Motivated,56.0,50.0,8,0,18,0,1.3308,1.0997189
mostlycb-3281-4efa-bef4-bad26d104904,20,Female,Unsure,Motivated,62.0,76.0,19,0,20,1,1.405392,1.144
mostlyb7-5206-470b-95c6-a58858d5e48f,21,Female,NoTimer,Motivated,95.0,35.0,19,1,19,1,1.877207,0.857
mostlyc2-d2a7-48e4-86f4-59ee4d64d5ca,25,Female,Sometime,Stressed,76.6,100.0,20,1,8,2,0.9408,1.19848
mostly43-a0ee-4259-89a6-34499c0a2a93,21,Male,NoTimer,Stressed,65.0,73.3,20,1,19,5,1.15868,1.19848
mostly67-171a-477f-8f18-29607161bc70,19,Male,NoTimer,Stressed,40.0,96.8,8,1,20,1,1.1636,1.2052
mostly81-4990-4209-996c-7a6b689e07f5,20,Female,Timer,Stressed,80.5,28.0,20,1,19,0,1.405392,0.9803
mostly99-1d6f-4733-b919-08a5f132715a,20,Female,NoTimer,Avoidant,100.0,50.0,8,0,19,0,1.3308,1.01614
mostly32-b180-4af5-8156-08f55b919f8a,19,Female,Timer,Motivated,50.0,85.0,19,12,20,0,1.1719,0.867389
mostlyfb-8964-4c8d-ad93-73a033ed3df8,20,Female,Timer,Stressed,40.0,90.0,19,1,20,1,1.0896,0.97388
mostly49-915b-49c1-96e5-7b444b94eab3,35,Female,Timer,Stressed,100.0,96.8,19,1,17,12,1.3282,0.7927
mostly88-e09a-4177-8e11-db13ddf49e6e,20,Male,Sometime,Avoidant,70.0,92.0,17,1,18,3,1.7207,1.01614
mostly41-4139-4b23-9082-a7f04d203a21,19,Male,Sometime,Stressed,75.0,73.3,19,0,18,2,1.1636,1.180277
mostlyb9-0b12-4290-944c-22fda3d445dd,19,Female,NoTimer,Stressed,41.0,100.0,20,12,18,1,1.07452,1.19848
mostly88-71d1-4654-b9ad-4a34a924181e,20,Female,Timer,Avoidant,47.5,92.0,20,0,19,0,1.1636,0.66055
mostly89-c957-4e82-b392-fef94f4a3a64,20,Female,Timer,Stressed,89.0,47.0,20,1,19,0,1.2681,0.7927
mostlya9-de3d-4d0e-969a-15b09849a601,20,Female,Unsure,Stressed,75.0,92.0,20,12,20,0,1.22575,0.857
mostlyc7-2606-42da-b70c-0a9e1f57c5bd,58,Male,NoTimer,Avoidant,75.0,65.0,19,12,19,5,1.13386,1.2052
mostly82-c833-44c0-bf17-554e9fad7cff,19,Male,Sometime,Stressed,70.0,73.3,20,0,19,0,1.22575,0.97388
mostly8b-f82e-4988-93de-9e8d41a1698e,20,Female,NoTimer,Avoidant,84.0,87.0,20,0,18,0,1.1719,0.857
mostly14-820d-4c83-9bb7-dd2a57024774,20,Male,NoTimer,Neutral,41.0,76.0,20,0,19,3,1.405392,1.180277
mostlyfa-c72b-48b1-b46b-30c999168ead,25,Female,Timer,Stressed,91.6,72.5,17,0,18,12,0.92298,1.2213
mostly64-fedd-41cd-85c9-785a1e43de1b,20,Male,Sometime,Stressed,87.5,73.3,20,1,19,3,1.1719,1.2052
mostly34-9036-40f4-b80d-6c4566a7d02b,25,Female,Timer,Stressed,41.0,60.0,19,0,20,0,1.3308,1.01614
mostlya9-9711-4096-b6bd-b8bac10d0852,35,Female,NoTimer,Motivated,100.0,50.0,19,1,20,12,1.7207,1.2213
mostly18-81a1-4359-8e33-985167845a95,19,Male,Sometime,Stressed,100.0,84.0,20,0,18,3,1.1636,1.01614
mostlybf-34ee-400c-b13b-827be5711c07,21,Female,Unsure,Stressed,87.5,95.0,19,12,20,0,1.07452,1.04521
mostlyfe-7295-482e-b398-7a2c03965f6c,25,Male,Unsure,Stressed,41.0,83.0,19,1,19,3,0.92298,1.0997189
mostly06-6950-47f5-9224-f158bf3a5423,20,Male,Timer,Avoidant,95.0,80.0,19,1,19,2,1.1719,1.116699
mostly17-c469-4d29-b93d-4d2d156aa1ba,21,Male,Timer,Stressed,50.0,65.0,19,12,19,0,1.3282,0.646
mostly17-a2c6-4bf0-ad73-2e936d93080b,20,Female,Timer,Avoidant,50.0,50.0,19,0,20,5,0.6091,1.2052
mostlyec-6bd2-44ef-9c0f-d452a55e33b5,25,Female,Timer,Motivated,89.0,100.0,19,0,20,0,1.338783,1.1935
mostlybd-6911-4679-b68a-6fb7856c3b7d,21,Female,NoTimer,Stressed,87.5,72.5,20,0,20,1,0.6091,0.9803
mostly50-c81b-4af1-836e-7fab2b92f0e2,20,Male,Timer,Motivated,56.0,35.0,20,12,20,12,1.0896,1.2052
mostlya4-b113-4316-8a26-a58749e8608a,19,Female,Timer,Stressed,70.0,77.7,20,0,8,1,1.07452,1.5205
mostlye6-fe97-40b0-b4ed-33ab6b031856,21,Female,Sometime,Stressed,41.0,60.0,20,1,20,2,1.16364,1.1935
mostlye9-bcd5-4300-94f1-3136368f5d21,35,Female,Sometime,Neutral,40.0,96.8,19,3,19,1,1.198,1.0997189
mostlyf7-dd09-4abd-a366-2180a9832599,21,Male,Sometime,Neutral,89.0,35.0,20,3,19,3,1.039681,1.04521
mostlyff-f504-49e3-a774-0a085bc0ca30,20,Female,NoTimer,Motivated,40.0,85.0,20,0,17,3,1.15868,0.867389
mostly95-b144-45aa-bf03-d0face819646,20,Female,Timer,Stressed,93.0,47.0,20,1,20,0,1.22575,0.9684
mostly94-e247-4763-bae9-c94cacd6e83e,21,Female,NoTimer,Motivated,75.0,73.3,20,1,19,1,1.2681,0.646
mostly76-8946-42b9-bfea-5c4e88e069c5,58,Female,NoTimer,Avoidant,40.0,40.0,8,0,15,1,1.3282,1.02098
mostly33-5fc8-4234-b929-1d40c9377c4b,21,Female,Timer,Stressed,65.0,47.0,20,0,20,3,1.16364,1.631261
mostlybb-b017-48f2-8eca-eaff097a4f92,58,Female,Timer,Avoidant,41.0,66.6,19,0,18,12,1.877207,1.631261
mostly04-5e74-4e6c-97a5-4faec6f7423e,20,Female,Timer,Neutral,50.0,85.0,19,0,19,0,1.0836601,1.180277
mostlyd2-3593-43a4-8d98-b8cc2a988603,20,Female,NoTimer,Neutral,87.5,87.0,20,0,17,3,0.92298,1.02098
mostly8d-f766-4270-ae64-9c838a2ad691,20,Female,Timer,Stressed,72.0,85.0,19,0,19,12,1.877207,0.9803
mostly07-73d9-41e4-ab37-5414b4f6348f,19,Female,Timer,Stressed,40.0,80.0,20,3,20,2,1.18352,1.2052
mostly0e-bc4c-401e-bbe0-6e58fbc9c1d3,58,Male,Timer,Stressed,84.0,80.0,20,1,19,1,1.0836601,1.5205
mostlye6-d2e5-436f-aa73-c66cf83067f6,25,Female,NoTimer,Stressed,58.0,92.0,20,1,20,3,1.2373,1.01614
mostly8e-fda8-4734-a389-92eb7a7bcd2b,58,Female,Timer,Stressed,62.0,50.0,19,1,17,1,1.7207,1.02098
mostlyc7-67ed-4585-bc2b-bff479b1aa06,20,Female,Sometime,Stressed,93.0,92.0,19,1,19,0,0.9531,0.97388
mostlyf8-ee78-4336-94ca-7287127fccbb,21,Male,NoTimer,Avoidant,95.0,90.0,20,1,19,0,1.405392,0.857
mostly7d-915e-4723-aa76-cb7033222157,19,Female,Sometime,Stressed,100.0,28.0,20,0,19,3,1.15868,1.04521
mostly62-47c8-4a71-af04-35ae5d605c2f,21,Female,Sometime,Stressed,72.0,48.0,20,0,20,1,1.07452,0.66055
mostly8d-e801-40aa-9429-c4bb6705981d,21,Female,Timer,Stressed,86.6,66.6,20,1,8,12,0.9408,0.857
mostlybe-47a1-4750-9a28-c73351e25d15,20,Male,Sometime,Stressed,89.0,47.0,20,0,18,3,1.1719,1.04521
mostlyd7-335a-4825-ab73-6e275f3b6065,19,Female,NoTimer,Stressed,41.0,96.8,8,0,15,1,1.405392,1.04521
mostlyaa-8e0a-4ed6-9058-cef7a98eaeaf,21,Male,Sometime,Stressed,72.0,50.0,8,3,20,1,1.07452,0.984768
mostly54-4579-49db-b2ed-6af50254a210,20,Female,Timer,Neutral,87.5,48.0,20,0,20,1,1.01763,0.984768
mostly2d-d9ff-41c3-869f-d842c2799fca,35,Male,Unsure,Stressed,56.0,28.0,20,0,17,12,2.29473,1.144
mostlyd1-155e-489b-baf4-5ba94708bfe8,20,Male,Unsure,Motivated,76.6,92.0,20,1,20,3,1.2681,1.2213
mostly85-dff9-4f31-961b-af338fed4003,20,Female,NoTimer,Stressed,62.0,72.5,19,12,20,0,0.92298,1.02098
mostlyfc-9cb4-4584-ba03-63e02b7230b6,21,Female,NoTimer,Avoidant,86.6,80.0,20,1,8,1,1.22575,0.9684
mostlyb4-c783-4304-9f72-4114f5d133cf,20,Female,Sometime,Stressed,91.6,85.0,19,0,19,12,1.15868,0.867389
mostly0e-8e6e-4021-83c2-cb2738cbe0bb,25,Female,Timer,Neutral,41.0,100.0,19,0,19,1,1.0896,1.0997189
mostlya5-6007-43b6-a423-d18c22cbc43f,20,Male,Timer,Stressed,97.0,92.0,17,1,20,0,0.92298,1.01614
mostly64-08f7-485f-a318-4ffa6070fe8d,20,Male,Sometime,Stressed,72.0,47.0,19,1,19,0,1.16364,1.144
mostly43-9087-46ba-bc6a-c18bdb0d48d9,19,Male,Unsure,Neutral,58.0,87.0,20,0,20,1,1.3282,0.857
mostly8d-e0cc-414e-aac0-f35757bcf757,58,Female,NoTimer,Neutral,40.0,90.0,8,3,18,2,1.07452,1.0997189
mostlyc6-9d41-4963-b749-688365e4cf4f,23,Female,Timer,Stressed,91.6,76.0,8,3,14,1,1.198,0.867389
mostly64-b15f-450b-bbbe-024626f7f855,20,Female,Unsure,Stressed,40.0,92.0,20,0,20,12,2.29473,1.19848
mostlybe-d36d-45f5-8140-e13df66cf02e,20,Male,NoTimer,Neutral,75.0,95.0,19,0,20,3,1.338783,1.116699
mostly14-090d-4d44-9c84-fbffe460ec2a,19,Female,NoTimer,Stressed,76.6,73.3,19,1,20,0,1.16364,0.7902
mostlyc1-9724-4820-b33a-80d387ec868b,20,Male,Unsure,Stressed,84.0,47.0,19,0,20,5,1.2681,0.984768
mostly11-0415-4a8a-8195-beb3047f9a6e,21,Male,NoTimer,Stressed,40.0,35.0,19,1,18,3,0.8394,0.867389
mostlydb-2c96-484f-8057-d94a25900f56,23,Male,NoTimer,Neutral,40.0,66.6,20,1,17,12,1.0896,0.867389
mostlyad-c51e-4b7e-99cc-3f09690e29dd,19,Female,Unsure,Stressed,63.3,90.0,19,0,19,12,1.1636,1.02098
mostlyfa-43ce-4986-9e36-784ced88f403,21,Female,NoTimer,Motivated,50.0,87.0,20,0,18,3,1.1636,1.2213
mostly7d-9c0a-49bb-8824-b606047f18f0,20,Female,Timer,Stressed,76.6,66.6,20,0,20,1,0.92298,1.5205
mostly17-8c06-4d86-963a-662b771df614,20,Female,Unsure,Neutral,40.0,72.5,19,0,18,0,1.16364,1.59535495
mostly60-c188-486f-b55e-000aa36869a9,20,Male,NoTimer,Stressed,76.6,66.6,19,1,20,1,1.2373,1.04521
mostly2f-6053-4a11-895a-85b0e330689b,19,Female,NoTimer,Stressed,84.0,47.0,17,0,20,12,0.9408,0.646
mostlyd8-258e-4300-a5b5-a446efba9c5b,21,Male,Timer,Stressed,62.0,50.0,20,0,20,1,1.7207,1.2213
mostlyb0-a80e-4c63-a035-b1b88eeda8bd,20,Female,Sometime,Neutral,40.0,82.0,19,3,14,2,1.7207,1.1935
mostly1f-43a6-4bc6-97b4-6183351dadbd,20,Male,NoTimer,Motivated,84.0,72.5,20,0,19,0,1.338783,1.01614
mostly3b-c60b-4986-a6e8-178d774e41dc,20,Female,Sometime,Stressed,75.0,47.0,19,0,8,1,1.2373,1.116699
mostly44-c9ce-4b6b-86c6-7ce5c5159443,21,Female,Sometime,Motivated,75.0,85.0,19,1,8,0,1.3282,0.857
mostly9d-2d17-4089-8cd5-2013f7b21685,21,Male,NoTimer,Motivated,93.0,96.8,20,12,17,3,1.0836601,1.1221
mostly9d-2f59-4257-adde-fa9554f020d8,20,Female,Timer,Neutral,40.0,87.0,17,12,19,1,1.16364,1.5205
mostly0f-c410-4773-a13f-7ed143d4fd17,35,Male,NoTimer,Stressed,50.0,85.0,20,0,17,1,1.877207,0.7927
mostly95-0a5e-4ffd-9416-c8aae975da17,20,Female,NoTimer,Avoidant,84.0,100.0,20,0,17,0,1.2681,1.02098
mostly27-06d8-409c-a5b2-edc121110ae4,21,Male,NoTimer,Stressed,84.0,96.8,20,0,19,0,1.18352,1.04521
mostly2f-3321-47d4-b953-0c35bb4466c3,19,Female,NoTimer,Neutral,41.0,100.0,17,1,14,5,1.3308,1.2213
mostlyc5-1b88-45aa-ae43-172018758449,20,Female,NoTimer,Stressed,95.0,60.0,20,0,19,3,1.7207,1.02098
mostly17-d08d-45db-93db-ec4404ec4e5c,58,Female,Timer,Motivated,41.0,92.0,8,0,19,2,1.0836601,1.19848
mostly5d-e355-4e1e-8764-bdc5ad384897,21,Male,Timer,Stressed,76.6,80.0,20,1,19,1,1.2373,0.857
mostlyd3-d365-44c0-8e53-f4936b74304f,21,Female,NoTimer,Motivated,91.6,80.0,19,0,18,1,1.0338,0.9457
mostlyd7-6813-41dc-9450-921600eb2e21,20,Male,Sometime,Stressed,40.0,92.0,19,0,20,0,1.405392,1.2052
mostly9b-f110-492e-981b-a3dfe9b26fdf,58,Female,Sometime,Avoidant,76.6,47.0,19,0,18,1,0.9531,0.867389
mostly59-17bb-410d-a59e-aeac1a498740,20,Female,NoTimer,Avoidant,62.0,70.0,20,1,17,12,1.2373,1.59535495
mostly73-78eb-4168-887b-595476a53d8d,20,Female,Timer,Motivated,87.5,83.0,19,1,20,12,1.405392,1.5205
