Participant_ID,Age,Gender,StudyPreference,Emotion,Exam1,Exam2,Correct_NoTimer,Incorrect_NoTimer,Correct_Timer,Incorrect_Timer,AverageRT_NoTimer,AverageRT_Timer
344,19,Female,NoTimer,Stressed,41,100,20,12,18,1,1.07452,1.19848
345,20,Female,Timer,Avoidant,47.5,92,20,0,19,0,1.1636,0.66055
346,20,Female,Timer,Stressed,89,47,20,1,19,0,1.2681,0.7927
347,20,Female,Unsure,Stressed,75,92,20,12,20,0,1.22575,0.857
348,58,Male,NoTimer,Avoidant,75,65,19,12,19,5,1.13386,1.2052
349,19,Male,Sometime,Stressed,70,73.3,20,0,19,0,1.22575,0.97388
350,20,Female,NoTimer,Avoidant,84,87,20,0,18,0,1.1719,0.857
351,20,Male,NoTimer,Neutral,41,76,20,0,19,3,1.405392,1.180277
352,25,Female,Timer,Stressed,91.6,72.5,17,0,18,12,0.92298,1.2213
353,20,Male,Sometime,Stressed,87.5,73.3,20,1,19,3,1.1719,1.2052
354,25,Female,Timer,Stressed,41,60,19,0,20,0,1.3308,1.01614
355,35,Female,NoTimer,Motivated,100,50,19,1,20,12,1.7207,1.2213
356,19,Male,Sometime,Stressed,100,84,20,0,18,3,1.1636,1.01614
357,21,Female,Unsure,Stressed,87.5,95,19,12,20,0,1.07452,1.04521
358,25,Male,Unsure,Stressed,41,83,19,1,19,3,0.92298,1.099719
359,20,Male,Timer,Avoidant,95,80,19,1,19,2,1.1719,1.116699
360,21,Male,Timer,Stressed,50,65,19,12,19,0,1.3282,0.646
361,20,Female,Timer,Avoidant,50,50,19,0,20,5,0.6091,1.2052
362,25,Female,Timer,Motivated,89,100,19,0,20,0,1.338783,1.1935
363,21,Female,NoTimer,Stressed,87.5,72.5,20,0,20,1,0.6091,0.9803
364,20,Male,Timer,Motivated,56,35,20,12,20,12,1.0896,1.2052
365,19,Female,Timer,Stressed,70,77.7,20,0,8,1,1.07452,1.5205
366,21,Female,Sometime,Stressed,41,60,20,1,20,2,1.16364,1.1935
367,35,Female,Sometime,Neutral,40,96.8,19,3,19,1,1.198,1.099719
368,21,Male,Sometime,Neutral,89,35,20,3,19,3,1.039681,1.04521
369,20,Female,NoTimer,Motivated,40,85,20,0,17,3,1.15868,0.867389
370,20,Female,Timer,Stressed,93,47,20,1,20,0,1.22575,0.9684
371,21,Female,NoTimer,Motivated,75,73.3,20,1,19,1,1.2681,0.646
372,58,Female,NoTimer,Avoidant,40,40,8,0,15,1,1.3282,1.02098
373,21,Female,Timer,Stressed,65,47,20,0,20,3,1.16364,1.631261
374,58,Female,Timer,Avoidant,41,66.6,19,0,18,12,1.877207,1.631261
375,20,Female,Timer,Neutral,50,85,19,0,19,0,1.08366,1.180277
376,20,Female,NoTimer,Neutral,87.5,87,20,0,17,3,0.92298,1.02098
377,20,Female,Timer,Stressed,72,85,19,0,19,12,1.877207,0.9803
378,19,Female,Timer,Stressed,40,80,20,3,20,2,1.18352,1.2052
379,58,Male,Timer,Stressed,84,80,20,1,19,1,1.08366,1.5205
380,25,Female,NoTimer,Stressed,58,92,20,1,20,3,1.2373,1.01614
381,58,Female,Timer,Stressed,62,50,19,1,17,1,1.7207,1.02098
382,20,Female,Sometime,Stressed,93,92,19,1,19,0,0.9531,0.97388
383,21,Male,NoTimer,Avoidant,95,90,20,1,19,0,1.405392,0.857
384,19,Female,Sometime,Stressed,100,28,20,0,19,3,1.15868,1.04521
385,21,Female,Sometime,Stressed,72,48,20,0,20,1,1.07452,0.66055
386,21,Female,Timer,Stressed,86.6,66.6,20,1,8,12,0.9408,0.857
387,20,Male,Sometime,Stressed,89,47,20,0,18,3,1.1719,1.04521
388,19,Female,NoTimer,Stressed,41,96.8,8,0,15,1,1.405392,1.04521
389,21,Male,Sometime,Stressed,72,50,8,3,20,1,1.07452,0.984768
390,20,Female,Timer,Neutral,87.5,48,20,0,20,1,1.01763,0.984768
391,35,Male,Unsure,Stressed,56,28,20,0,17,12,2.29473,1.144
392,20,Male,Unsure,Motivated,76.6,92,20,1,20,3,1.2681,1.2213
393,20,Female,NoTimer,Stressed,62,72.5,19,12,20,0,0.92298,1.02098
394,21,Female,NoTimer,Avoidant,86.6,80,20,1,8,1,1.22575,0.9684
395,20,Female,Sometime,Stressed,91.6,85,19,0,19,12,1.15868,0.867389
396,25,Female,Timer,Neutral,41,100,19,0,19,1,1.0896,1.099719
397,20,Male,Timer,Stressed,97,92,17,1,20,0,0.92298,1.01614
398,20,Male,Sometime,Stressed,72,47,19,1,19,0,1.16364,1.144
399,19,Male,Unsure,Neutral,58,87,20,0,20,1,1.3282,0.857
400,58,Female,NoTimer,Neutral,40,90,8,3,18,2,1.07452,1.099719
401,23,Female,Timer,Stressed,91.6,76,8,3,14,1,1.198,0.867389
402,20,Female,Unsure,Stressed,40,92,20,0,20,12,2.29473,1.19848
403,20,Male,NoTimer,Neutral,75,95,19,0,20,3,1.338783,1.116699
404,19,Female,NoTimer,Stressed,76.6,73.3,19,1,20,0,1.16364,0.7902
405,20,Male,Unsure,Stressed,84,47,19,0,20,5,1.2681,0.984768
406,21,Male,NoTimer,Stressed,40,35,19,1,18,3,0.8394,0.867389
407,23,Male,NoTimer,Neutral,40,66.6,20,1,17,12,1.0896,0.867389
408,19,Female,Unsure,Stressed,63.3,90,19,0,19,12,1.1636,1.02098
409,21,Female,NoTimer,Motivated,50,87,20,0,18,3,1.1636,1.2213
410,20,Female,Timer,Stressed,76.6,66.6,20,0,20,1,0.92298,1.5205
411,20,Female,Unsure,Neutral,40,72.5,19,0,18,0,1.16364,1.595355
412,20,Male,NoTimer,Stressed,76.6,66.6,19,1,20,1,1.2373,1.04521
413,19,Female,NoTimer,Stressed,84,47,17,0,20,12,0.9408,0.646
414,21,Male,Timer,Stressed,62,50,20,0,20,1,1.7207,1.2213
415,20,Female,Sometime,Neutral,40,82,19,3,14,2,1.7207,1.1935
416,20,Male,NoTimer,Motivated,84,72.5,20,0,19,0,1.338783,1.01614
417,20,Female,Sometime,Stressed,75,47,19,0,8,1,1.2373,1.116699
418,21,Female,Sometime,Motivated,75,85,19,1,8,0,1.3282,0.857
419,21,Male,NoTimer,Motivated,93,96.8,20,12,17,3,1.08366,1.1221
420,20,Female,Timer,Neutral,40,87,17,12,19,1,1.16364,1.5205
421,35,Male,NoTimer,Stressed,50,85,20,0,17,1,1.877207,0.7927
422,20,Female,NoTimer,Avoidant,84,100,20,0,17,0,1.2681,1.02098
423,21,Male,NoTimer,Stressed,84,96.8,20,0,19,0,1.18352,1.04521
424,19,Female,NoTimer,Neutral,41,100,17,1,14,5,1.3308,1.2213
425,20,Female,NoTimer,Stressed,95,60,20,0,19,3,1.7207,1.02098
426,58,Female,Timer,Motivated,41,92,8,0,19,2,1.08366,1.19848
427,21,Male,Timer,Stressed,76.6,80,20,1,19,1,1.2373,0.857
428,21,Female,NoTimer,Motivated,91.6,80,19,0,18,1,1.0338,0.9457
429,20,Male,Sometime,Stressed,40,92,19,0,20,0,1.405392,1.2052
430,58,Female,Sometime,Avoidant,76.6,47,19,0,18,1,0.9531,0.867389
431,20,Female,NoTimer,Avoidant,62,70,20,1,17,12,1.2373,1.595355
432,20,Female,Timer,Motivated,87.5,83,19,1,20,12,1.405392,1.5205
